1927	448	6562
10100	289	3917
12412	351	2959
4352	289	1743
3757	264	6993
5728	448	4189
353	448	33
6685	357	1830
8404	838	7473
4762	865	2409
5509	926	3608
1439	357	4312
5509	342	12713
10100	243	3922
13064	298	12936
2383	352	2422
294	448	4376
13146	208	646
614	231	13136
6270	419	763
9320	448	9077
5630	298	107
11134	769	4134
4574	351	2960
10654	642	6209
5093	448	1687
10801	289	9551
4612	351	1830
1737	339	4605
8639	955	7876
920	204	2865
9909	838	8814
4029	298	5625
8346	289	4091
2244	62	2942
4900	298	6805
8523	817	7375
10417	419	763
2291	448	5827
12717	800	11618
10073	77	3033
10488	62	3132
10702	392	3460
10217	926	705
3937	448	4944
6463	34	3669
4380	838	11064
7838	640	9829
9456	817	4105
5747	298	12610
3934	351	3037
1396	352	7229
5557	342	9105
6449	204	1072
6114	781	6961
2700	809	3662
4501	298	6134
2226	351	2906
4372	642	4551
4575	298	2181
4518	351	2065
7389	289	1972
6695	289	12266
11317	351	3411
3930	231	13136
6404	107	1478
2989	446	3870
5658	264	5666
7347	455	7960
4621	298	10604
10323	926	1095
10336	289	6939
83	769	3156
5345	351	2965
668	817	11432
3596	692	3646
10456	298	1430
607	150	6078
3054	284	514
5544	392	4787
2297	298	1727
10748	298	402
9067	376	151
8875	642	6901
3068	824	4267
237	640	2240
1317	298	11762
5337	289	4433
882	284	1748
9878	351	7831
183	448	423
2707	77	1066
4209	186	13067
3400	150	13103
11440	817	2730
1797	448	4379
12342	817	2730
2908	817	3593
4966	339	2000
3261	289	4597
10191	351	4334
1746	640	8376
5689	448	10676
10459	298	7739
8900	448	9603
3465	284	9654
10901	448	7134
6652	376	3333
3114	415	690
12057	769	6685
3168	590	2627
4104	448	7307
6901	298	6853
7460	176	2482
8639	448	4906
981	779	2990
2330	809	3662
12792	448	5091
11377	342	9683
325	150	9731
11650	351	3395
10901	817	5661
8167	817	4105
12277	448	3867
4484	298	4817
8623	824	8974
10237	34	1830
7453	34	1830
385	342	10928
293	387	2260
11708	298	4362
6100	289	6755
4029	817	9036
597	298	4372
12901	289	2235
8981	289	12162
1332	34	3894
7228	351	1830
11653	448	4497
1320	231	10348
12378	2	11373
10996	351	2767
9553	357	1830
2570	357	1830
11488	351	1830
8088	352	2052
8744	176	7894
8349	415	1156
12583	640	6209
6826	640	3093
3334	125	272
11883	313	4132
7620	298	12931
12749	351	2959
3773	77	1236
11471	289	3167
11864	34	1831
8088	824	4154
12114	419	763
3234	289	583
3024	34	1440
3804	372	8955
12015	351	1903
8800	817	1822
5926	351	2960
12532	357	1831
259	448	10819
2435	352	1830
4345	879	5135
11474	640	537
1485	204	3994
10476	122	4977
2451	824	9153
9484	419	1886
10563	448	7231
6901	817	3593
11826	351	13002
4120	692	3646
10726	419	763
2751	352	2959
7230	640	9995
4518	298	1759
13171	62	2060
5039	298	349
8168	448	4379
4628	817	1822
10984	392	1056
4783	752	918
10011	448	8959
9581	357	1258
5414	838	12978
2023	351	4946
12762	351	2189
12594	352	2571
12764	417	2046
1256	842	1226
3632	342	5979
7812	351	1830
2521	865	1684
12701	640	2356
2624	357	1830
4984	357	1830
572	419	763
5525	339	4561
9484	264	8606
12716	448	8234
8529	243	6800
4995	926	4418
2641	824	4985
12876	254	1230
8324	419	4196
10945	415	1132
12186	351	713
8932	926	920
1068	394	5514
9025	769	339
8926	298	9960
3254	289	4687
6288	264	455
1058	231	11222
3328	92	3858
6810	298	8162
9515	351	2595
5617	264	3917
6520	926	762
4674	419	763
9192	289	2470
884	419	1261
8203	357	1830
11796	297	285
11531	298	8153
3221	176	8530
11827	448	6562
10378	298	1774
1701	419	3046
1290	357	2668
1100	415	694
7787	351	1830
9083	208	2065
350	289	1304
13120	448	355
2127	419	3898
4657	419	763
11350	351	5414
8172	289	899
2366	511	4172
2963	201	2636
9956	392	4345
4610	817	5661
2651	243	11910
4666	289	10038
6449	419	3670
3877	351	3810
8034	448	660
12339	392	1830
4532	926	2851
10278	817	1822
5490	208	684
3638	289	6606
9039	208	2630
2241	824	5189
12999	351	7831
7879	376	10398
6606	298	9661
5817	289	10649
8865	415	701
3345	357	1270
68	342	8517
9664	817	1822
4562	298	3243
12231	298	3260
6983	419	763
9306	351	3439
9195	817	1822
1743	34	5146
431	289	4900
4361	289	827
6270	448	2271
3070	415	1168
2474	298	6805
3016	817	7328
3994	357	1485
3871	419	763
6446	351	6846
6199	254	1721
13068	289	567
6250	289	9309
847	77	3586
7271	448	296
8577	415	508
9191	176	7109
10006	351	4195
2463	289	531
588	231	5992
9544	351	12357
4620	351	762
9869	125	241
246	342	7545
10617	351	9111
5789	448	1687
1030	351	762
5236	640	6200
10980	802	10188
1350	176	7601
3247	289	7699
8776	448	3674
10239	298	3658
7767	342	338
6196	357	1831
8152	289	12413
4933	779	4932
886	419	1261
2788	817	4105
2189	77	3201
4891	352	3990
9412	357	1830
8761	351	5684
9912	176	6241
6983	243	9531
9360	640	4276
10306	376	133
12850	419	763
7927	415	8944
6813	448	10819
10748	824	12970
432	824	3217
10602	817	1822
5596	34	1830
13022	817	3593
3436	357	1830
3226	176	12176
8921	640	3910
672	357	1831
2415	351	2188
39	357	1831
6436	289	10461
1104	448	3645
3338	289	9538
12202	415	699
3273	289	1316
6899	817	1822
800	34	1258
8103	232	997
452	357	1830
3680	779	867
9894	243	3093
9969	419	763
12389	817	1822
12343	357	762
8868	176	5492
135	448	8234
124	357	1830
95	642	4627
9669	298	4665
11958	208	3432
7716	351	1885
12202	352	2750
6315	642	12545
6454	125	453
8467	289	2039
9286	298	10754
4566	298	298
12884	342	10019
7210	817	5787
5664	942	11746
4578	448	7134
11930	298	402
8397	448	3674
1761	298	0
6257	392	4787
10009	448	12786
659	658	4645
127	448	8342
5269	817	3593
11650	929	1830
6413	817	1822
5557	448	5827
10069	342	9683
3228	125	436
7289	34	1830
2527	254	3627
4508	879	2031
2456	351	4007
10201	77	1903
10367	289	12289
5061	448	3645
11428	419	763
8988	415	9227
9112	351	955
1763	125	406
6582	926	12134
11784	289	5894
10323	68	2729
2450	357	1830
5695	357	1258
12668	352	2422
8326	298	12333
5885	289	9459
12361	289	89
9951	351	2913
3218	125	257
552	817	1890
2608	352	1258
4543	817	3647
10234	351	4787
6114	107	8163
257	934	11873
2090	339	512
3019	912	4306
2996	326	2995
7758	289	2941
3177	201	3696
2818	351	8584
12704	352	2052
3217	545	2926
7091	34	1830
6755	376	9307
8646	298	571
4663	289	1316
1632	642	13076
2744	479	3273
1943	204	4680
8608	351	5684
6915	289	7471
3224	264	451
4575	415	1145
3930	323	7721
5254	243	1321
4246	351	1830
57	781	11432
2165	817	1822
4361	289	3794
5200	357	1830
12832	289	4035
5022	415	1180
7927	415	1160
4681	817	4306
4599	77	799
440	264	455
3390	204	4083
7321	298	8529
2472	351	2959
6573	817	1822
3632	926	2418
2031	357	4508
11545	448	8234
2420	323	7721
9029	372	5549
11672	62	6443
7118	351	1830
10746	800	7437
1100	817	9036
12493	77	1903
4601	670	5484
12099	34	1831
4442	298	302
5875	289	6249
852	352	2959
10943	357	1830
10625	289	3138
2226	415	1175
4366	448	6562
2090	339	4968
11517	357	1830
4493	372	4519
2996	254	1913
4984	640	2562
6692	34	2065
3802	352	5181
1083	817	9036
13064	298	9839
577	351	2052
1923	352	3893
3093	298	9894
10492	351	4038
628	284	38
10712	264	6901
5216	352	1831
240	448	342
9850	351	2533
4643	415	692
12340	402	172
1100	351	2308
1104	448	2411
10706	243	3093
2002	357	1830
8256	351	1830
439	342	10219
6128	34	1452
12542	342	7750
9364	817	7375
5402	357	1830
5	289	6758
6947	448	309
11991	289	9491
5577	817	2711
10892	357	1830
5835	357	1830
4592	289	8713
7797	357	1951
11149	448	6578
572	176	2980
8396	817	1822
13122	34	1830
639	34	964
4638	351	4953
9829	419	6681
8964	838	7107
8921	289	4687
346	781	525
6361	243	13111
6575	817	1822
7330	419	763
11846	637	12436
12867	176	11114
3260	357	2065
2279	298	229
500	298	3871
9292	817	9036
7671	448	3868
4382	77	4941
6268	376	155
8904	824	416
2040	394	9990
12995	912	5718
8812	642	2520
12764	208	1830
7833	351	5277
7852	640	4509
2045	289	658
1235	204	2757
8932	352	2865
11451	817	1822
11157	817	9036
3649	448	6562
12156	289	7810
3465	351	8584
5980	817	4105
4574	298	11868
7701	824	4661
3805	342	9683
8893	419	6681
6388	289	11338
6516	419	763
4910	351	1951
9393	448	2271
10295	448	2271
854	824	6983
12650	289	6245
1441	779	1270
3265	150	9731
11745	34	1830
8483	642	1420
7127	448	4158
4295	838	7297
9417	779	1346
12137	817	1822
12350	62	8179
12792	448	4906
6646	817	1822
910	493	1498
12937	817	7387
2362	419	1261
3231	357	1831
3734	232	5195
4570	298	7510
8620	298	11919
12981	284	10715
6662	34	1830
8893	351	4345
8642	817	3593
6037	289	4900
5952	289	5022
583	34	1830
12712	357	1831
7330	357	1830
4452	34	1830
1793	289	8006
9101	351	1830
13022	817	1822
1933	352	2959
8216	351	2537
12293	298	341
8625	264	12859
3784	351	2052
7984	289	10038
12202	351	4915
6735	817	1822
8792	342	9683
12234	352	1830
10095	912	4306
4783	204	4810
4624	448	1988
9762	298	10417
3260	243	11953
6194	351	3203
12029	289	4778
4759	351	10701
3064	34	1830
4910	298	1377
4657	125	8
12340	870	7967
3877	511	2121
7228	34	1830
11072	289	5679
5269	352	1830
8808	298	2567
7620	817	1822
10164	698	6295
2647	640	1424
9162	781	6961
3655	298	109
91	176	12362
5269	817	1822
2795	357	776
1236	204	3773
2524	289	4031
3973	298	7419
4910	352	3949
5014	351	12153
2710	879	2787
4422	448	8234
8737	357	1830
754	351	6174
9878	298	7206
8425	640	11984
5625	357	1830
1987	77	2670
1752	289	2011
5427	800	9069
1995	448	7026
5551	289	2819
9654	351	9399
4441	817	5661
4804	817	7384
7828	289	8038
12652	817	3593
4170	204	2902
8646	34	1831
4456	376	7152
6250	289	2908
2685	298	3253
10331	208	1830
9484	125	9454
10491	351	1830
5608	357	1830
9192	176	13012
11349	289	4429
6336	351	1830
6	642	7988
10840	415	1176
3054	284	4343
6838	640	1424
10237	298	3235
10028	298	10011
10369	838	6465
9275	298	27
12779	342	8613
8958	912	5718
4958	817	4296
2633	351	1830
3086	817	1822
12339	62	1111
2584	298	2934
10281	637	12436
398	357	1003
847	357	1911
4003	838	5536
4559	642	8883
862	419	3670
10329	640	2001
9223	351	3034
4302	289	2165
2162	298	3339
7611	342	10354
5549	926	2960
11962	351	2959
13140	289	5302
8646	817	1822
12532	838	5264
10067	351	2422
1763	289	10302
12995	448	3868
588	824	6884
6764	786	11103
12954	357	920
6425	351	6967
1786	448	4379
5628	342	5979
3045	879	705
12831	77	990
9159	62	2418
4895	62	2369
7222	351	2422
687	448	1687
960	34	2065
341	176	12394
5323	928	5897
2851	357	1951
12581	351	4007
3898	779	2700
3257	264	7623
4484	298	7828
5253	372	589
888	376	3333
5510	289	1391
10704	357	1831
3626	351	2851
3055	351	862
10461	817	3593
5828	342	10978
13152	376	2269
654	769	4065
4519	955	379
4670	640	5527
197	448	2271
3653	419	6681
6582	448	5048
11108	623	9953
5828	817	1822
10456	351	2199
5353	289	4181
803	376	3347
7203	298	3672
4968	351	971
6209	201	778
9896	351	1830
2570	289	12025
4047	448	7757
10779	817	7375
11580	351	1911
3982	419	763
9244	234	6967
4380	357	1830
5993	62	1831
4089	824	5334
7935	838	7165
11812	298	4902
10595	34	3407
6995	351	2959
1102	289	7321
7962	926	1903
11691	448	4321
5625	289	4091
13003	410	11634
6790	289	2345
229	176	9795
8735	402	3832
174	264	12438
3094	387	2260
6067	289	8423
4617	34	1831
6530	448	10380
8700	817	1822
3407	208	7065
4363	357	1830
3680	779	1366
12567	351	8330
3278	289	4614
5298	289	1416
307	176	11734
189	642	12545
12936	289	8800
1027	419	1511
8440	298	4663
6574	392	3201
4620	34	762
6285	208	1830
8667	387	9701
6238	640	9376
2022	955	11545
4483	670	5484
5374	351	2185
6404	769	2960
10779	448	7871
5864	817	1822
3274	289	4686
10417	150	13103
12090	264	6475
12355	351	2723
1820	176	8530
12981	284	4609
928	879	1269
11542	298	6853
11746	692	2049
2105	204	3182
4501	415	1154
12520	419	763
9239	351	6671
5275	289	178
5587	351	2153
3493	376	152
3786	34	1831
322	448	342
4578	448	3674
5292	817	5787
3286	289	10881
687	817	2926
4612	298	1878
12954	208	920
799	879	875
6503	351	1903
11988	448	1988
10164	402	70
533	34	1831
4472	351	10829
5154	590	4839
12716	448	3782
4951	769	8798
5345	351	1830
13146	62	4973
11918	938	8776
5039	824	11232
6876	77	990
3698	817	1822
9525	243	10695
4577	351	10829
7942	642	12900
7412	352	1830
4574	352	2052
12694	351	4409
91	289	599
599	351	6118
12095	34	1831
9865	926	2691
5856	342	8089
8800	34	1831
8349	415	1173
5313	817	4105
878	77	2537
1862	62	1038
7828	125	8119
10895	448	3674
9862	640	12926
8528	934	11367
2480	351	12395
538	352	5181
339	484	1830
8717	640	9196
12701	357	1951
9527	769	4134
11418	351	4345
4654	289	4494
4124	289	5012
5924	289	5596
3802	34	1830
2007	157	2681
6908	642	5228
10064	448	5418
3254	448	4378
5337	289	9498
12995	448	5091
8215	351	3980
3784	351	12416
379	122	4519
13108	289	9518
2524	448	6562
10192	351	11281
3813	298	291
5055	351	12502
8202	351	1258
8417	817	4306
2383	817	2139
6520	448	12132
428	243	7161
6762	419	763
510	419	763
5466	323	8735
1727	448	6562
317	289	528
885	357	785
532	34	1830
4952	692	3646
3526	208	8248
7593	357	1830
12361	125	7622
4519	372	379
11905	642	5584
10624	511	3634
5551	289	12941
4003	357	1830
1670	289	2948
418	448	7026
9132	448	3868
8066	640	10454
2243	352	5135
9664	351	2680
1325	62	1270
9975	298	9172
5662	817	1822
5575	484	1885
2547	376	133
3457	817	11843
344	626	4257
2285	590	2425
10433	817	4105
2383	352	2052
1973	415	1148
5049	351	6689
8445	351	1830
1815	640	5042
332	448	5091
3339	642	2162
9294	351	11585
12758	243	6128
7590	351	4945
6646	824	7088
8143	352	2052
8587	838	1983
10068	626	3900
4686	298	12424
12510	448	6562
7118	34	1830
3436	243	2403
3770	298	1802
8379	125	216
11048	351	1830
2582	419	9417
11930	351	4044
6762	357	1830
11202	77	1903
1425	201	3696
11655	357	1830
2251	351	1903
11446	926	2959
788	910	10661
7132	448	1687
7533	351	10076
353	357	1830
4603	351	8798
575	298	380
10004	351	3411
8227	642	9528
9564	289	3655
3638	289	10343
6038	289	539
11551	289	2315
6745	357	1830
11602	415	8944
7355	419	763
6279	289	4433
5958	342	5420
8202	511	2121
182	769	9985
9189	342	10219
5628	448	7307
5353	448	4376
6917	357	1270
8792	817	2730
3535	637	12436
6749	926	762
68	817	1822
7321	817	1822
6447	351	2013
76	642	12606
6365	357	1830
135	448	3674
7240	243	12459
3176	817	4105
853	298	666
3540	208	1644
582	34	1831
2287	289	5691
6777	357	1885
3423	201	12448
10638	289	7336
12632	289	6127
8940	351	10076
663	448	2926
5930	351	2960
10582	289	1898
9046	62	10927
2427	34	1830
9159	637	3564
4778	824	6
4494	34	1830
6741	351	3413
558	34	963
11271	351	4134
1991	243	7318
8213	415	697
50	402	360
433	526	555
7824	357	1830
4610	342	8232
411	122	1318
2976	342	8517
10779	448	7134
4778	351	2418
8499	589	10733
3694	769	1067
10322	357	1830
8886	289	2135
5292	955	433
8100	484	1830
12843	289	8316
8623	817	1822
73	289	6814
10620	824	9800
3267	243	2474
12560	357	1830
8139	289	6995
4966	865	1676
8485	376	7088
2781	352	2750
2609	446	4816
2303	352	12357
8555	838	11657
7753	351	2913
4463	351	2959
8092	208	2615
635	352	2422
2746	289	2135
9384	351	1903
3928	34	1452
11134	507	1470
10620	824	11907
5399	298	12
183	448	295
4910	34	1951
7132	817	2926
7848	448	6562
7019	351	1830
514	817	4296
7002	637	3564
2819	231	10348
9275	824	6100
3914	817	1822
1797	448	12064
8680	62	7593
6659	351	10540
10577	448	5571
7767	448	4497
5298	125	8
8733	448	3674
3549	62	2851
11128	493	2141
4965	176	13012
12085	34	1830
867	419	3680
503	511	3636
3093	351	9412
1699	357	2953
6361	150	13111
7049	448	11065
554	284	2327
3945	387	2260
4671	640	13076
671	838	5456
4660	289	3069
5305	351	11368
8523	448	10627
10251	208	1830
9101	34	1830
12704	817	4105
6365	289	6249
11800	912	5661
1397	351	2065
1738	817	3593
12108	243	1424
10336	289	4033
6189	298	11743
7913	34	1830
13146	208	1270
57	469	59
1781	640	3872
5277	77	4385
7984	289	5894
7229	357	1830
12581	351	10559
4198	419	3380
3002	298	10
12652	817	4105
6867	448	3868
10337	289	4535
2624	289	1084
1827	176	11373
4581	596	3518
10003	642	12545
10829	77	2052
8549	448	2847
6587	264	12438
9725	289	4590
4621	298	248
7558	351	11265
4710	779	4312
8095	342	8089
7258	817	3593
11080	351	1830
2569	289	12952
264	938	2125
1791	448	2271
5796	351	2906
8230	448	8234
6745	448	4376
507	289	4133
11613	34	1831
8268	448	7370
11827	289	588
409	938	3632
4686	824	3274
11262	313	5863
10804	769	2060
7127	955	10286
12940	342	7996
13152	351	2065
11691	448	3868
8964	357	1830
10491	34	1830
1502	870	8069
11758	660	9112
665	176	6630
4966	284	568
7228	351	2186
8282	448	11671
12268	289	8098
4241	298	2524
568	351	759
6338	34	3894
6008	352	2052
7787	351	11246
9954	769	4915
12586	351	2959
10630	289	11515
2751	351	1303
8783	692	2049
3851	176	4988
6266	351	762
10412	289	4597
6009	243	1331
10654	289	6209
10278	34	3430
2226	298	10712
12136	176	11185
11613	817	1822
6709	298	4646
1485	879	3994
12002	150	9316
1766	125	241
886	419	3898
1448	631	2137
8582	912	5787
2090	284	4968
8523	448	3674
4713	352	3003
11564	817	4105
6745	289	558
3125	402	6257
1377	176	2980
11837	642	13111
2858	289	635
8840	298	1766
7797	357	1258
1365	448	2926
3485	640	4959
5858	208	1830
8865	419	6681
1812	289	4342
12807	448	6562
400	448	165
8198	817	3593
4782	298	11919
8173	376	10398
371	955	5492
8812	357	1830
1272	779	2990
1985	357	1258
7181	351	5863
1632	640	13076
3834	289	7180
2353	151	2706
12627	298	13028
4975	115	2838
6489	824	11
4401	879	2533
6495	77	2052
73	2	409
12915	410	9769
9195	817	9036
11238	870	10887
5424	289	4801
6947	955	628
6103	34	2065
5482	264	9092
7954	817	1822
716	642	4250
1743	298	10420
9896	34	1830
1777	289	11515
8469	298	6853
5596	824	10527
8958	448	6798
4357	357	808
1726	351	4941
11874	289	2477
12602	34	1830
8095	448	6780
20	342	7996
12771	441	10322
7572	824	3757
12527	176	6105
2720	351	4700
516	642	11864
3232	642	2486
6853	289	4180
2555	824	76
5345	376	63
10918	376	294
5662	298	3043
4894	298	10292
8797	419	763
5068	323	11356
4356	231	1203
7284	289	1823
7327	415	1164
3727	912	2731
9170	351	4096
4772	204	3689
8494	817	1822
11613	351	762
10429	870	6257
5374	34	2185
12548	204	2041
5351	298	7460
4505	298	1786
10801	642	8079
6279	289	3375
6420	297	285
103	938	10075
5499	176	9682
9040	176	10154
13034	769	2964
12640	926	2893
4460	34	1830
0	448	10676
636	637	3524
13039	351	4345
3786	352	6543
910	493	3033
11521	357	1830
9654	351	8114
4537	415	690
2932	176	4538
9623	817	4105
11874	243	2212
12047	342	10983
2513	824	4674
853	352	1830
13143	351	7674
7147	372	4544
10900	289	9749
5345	34	1830
10827	62	2757
10325	419	1059
8311	769	6258
12293	34	1830
5353	448	4378
428	289	2528
8230	448	7134
4441	448	9555
9910	352	1830
11471	289	4275
12637	838	11079
8748	642	6901
10011	357	1830
2002	77	3003
8713	817	4105
7929	838	10730
3806	77	3003
418	448	3674
1337	670	5484
302	626	653
1915	809	3662
5725	626	4794
8143	351	2959
299	289	5288
236	448	10737
52	264	39
7258	34	1831
7230	289	11812
7151	640	12355
4358	817	1822
6285	313	11469
11462	289	4739
5788	392	11128
5835	642	9376
3548	637	12436
2875	342	11318
4420	351	6540
3653	446	2655
4460	351	2960
1257	637	8635
11812	351	2959
431	289	8544
8173	351	5135
6126	289	8138
10563	342	113
10476	448	3868
11883	62	773
12364	431	1237
8202	34	1258
4706	357	1258
2873	372	5628
2604	298	5275
8351	817	4105
2435	351	6045
5325	243	7391
2480	298	12868
291	243	1321
9537	448	309
3295	243	7364
11626	351	3438
10095	926	1830
635	351	2199
319	289	3084
7042	289	7716
6269	415	1173
4677	448	6562
11277	415	1157
7368	289	4133
5088	817	2926
7378	62	9530
5359	351	1111
257	726	11873
10538	77	993
10442	448	3868
10511	448	4497
3098	298	380
917	926	4401
6919	838	5513
7376	817	2730
2524	243	4241
12589	62	3396
12174	298	8962
12632	357	1270
10170	351	2052
12907	289	9436
904	448	5091
1265	357	3894
4620	298	1725
13113	351	1830
9949	448	12886
11036	376	3333
8103	326	627
4366	243	4568
510	351	3035
11048	34	1830
4530	955	374
6749	448	296
9951	448	8342
400	342	10373
10582	448	4376
2915	357	1003
8986	176	6105
2157	351	1830
431	289	8102
1019	342	7452
4501	817	1822
572	125	272
6186	62	8330
7927	415	1166
4502	419	6681
10651	264	8931
606	640	8376
4368	642	8256
3253	448	4379
5689	419	763
1639	351	7183
7418	448	7026
6083	289	4643
12884	372	8523
2011	298	10349
6697	448	296
7049	448	9444
6489	298	11996
2333	17	4368
4972	92	1456
3252	264	9550
9916	351	5696
6791	769	9985
2212	298	298
9525	419	763
1019	351	1650
1995	372	8016
5325	640	4141
1376	640	13088
11587	298	395
5527	817	4105
3775	289	4141
10994	351	2031
4687	824	2833
6192	357	1830
4891	352	2052
9579	448	8645
12792	342	8729
11346	298	1991
10488	208	4162
3757	561	7572
12520	176	11734
849	357	1830
8096	817	12639
10246	264	92
1063	817	1686
5527	34	1831
532	352	2959
11179	431	3721
1668	824	5209
2833	289	6337
4670	448	5966
10912	289	9270
11219	77	4077
3748	838	7900
2768	186	4820
10439	62	3395
3104	865	2182
9897	231	12490
4352	640	12478
8737	289	1317
12907	640	12900
8231	150	10245
12488	289	11346
3595	357	4198
2751	817	1822
11134	869	348
6038	125	12636
8641	415	1156
2861	493	788
9596	419	763
4783	809	3662
890	298	6917
12461	289	8383
3877	351	1214
3512	752	763
414	955	10025
1717	708	1208
180	642	13076
2685	298	11017
3247	289	539
9969	289	593
4801	298	1763
12724	352	9093
5012	824	6126
8016	955	315
10437	419	763
4544	955	7147
4182	298	12911
767	448	8234
4990	186	3827
9623	351	2959
10278	817	2730
4541	92	1456
7758	419	763
6293	264	6474
8485	351	672
4771	779	1270
4674	289	2513
6594	77	2052
4895	352	2369
4443	817	5151
9909	77	4941
3919	351	762
8376	351	2959
581	448	311
4617	817	4296
8886	264	455
11866	289	2978
368	264	10479
8467	357	1830
10329	448	6562
502	351	762
10229	289	12162
10353	824	829
1780	289	1972
12050	817	1822
8230	351	11281
2435	351	2959
8851	838	9028
7000	448	9555
8011	298	3244
6131	824	402
3819	604	3545
838	484	2330
9730	415	1180
9474	351	8697
3802	352	2422
4953	357	1270
8314	351	4345
888	817	1822
2667	419	763
414	448	8234
6692	817	3593
11691	817	5661
11762	176	12176
3930	824	10387
322	448	25
7299	150	9731
11551	289	11863
7258	817	4105
6625	352	2750
8932	448	3868
10821	289	9988
10552	769	4003
11753	448	6562
4530	372	374
62	264	9643
353	289	2239
